ARG_Family	ARG	Primer
bla	OXA-518	blaOXA-518_1_KU739134
bla	OXA-53	blaOXA-53_1_AY289608
bla	OXA-54	blaOXA-54_1_AY500137
bla	OXA-55	blaOXA-55_1_AY343493
bla	OXA-56	blaOXA-56_1_AY660529
bla	OXA-57	blaOXA-57_1_AJ631966
bla	OXA-58	blaOXA-58_1_AY665723
bla	OXA-58	blaOXA-58_14_EU107364
bla	OXA-59	blaOXA-59_1_AJ632249
bla	OXA-60	blaOXA-60_1_AY664506
bla	OXA-60	blaOXA-60_2_AY664505
bla	OXA-60	blaOXA-60_3_AY664504
bla	OXA-60	blaOXA-60_4_AY662675
bla	OXA-61	blaOXA-61_1_AY587956
bla	OXA-62	blaOXA-62_1_AY423074
bla	OXA-63	blaOXA-63_1_AY619003
bla	OXA-64	blaOXA-64_1_AY750907
bla	OXA-65	blaOXA-65_1_AY750908
bla	OXA-66	blaOXA-66_4_FJ360530
bla	OXA-67	blaOXA-67_1_DQ491200
bla	OXA-68	blaOXA-68_1_AY750910
bla	OXA-69	blaOXA-69_1_HM564339
bla	OXA-7	blaOXA-7_1_X75562
bla	OXA-70	blaOXA-70_1_AY750912
bla	OXA-71	blaOXA-71_1_AY859528
bla	OXA-72	blaOXA-72_1_GU199039
bla	OXA-73	blaOXA-73_1_AY762325
bla	OXA-74	blaOXA-74_1_EU161636
bla	OXA-75	blaOXA-75_1_AY859529
bla	OXA-76	blaOXA-76_1_AY949203
bla	OXA-77	blaOXA-77_1_AY949202
bla	OXA-78	blaOXA-78_1_AY862132
bla	OXA-79	blaOXA-79_1_EU019534
bla	OXA-80	blaOXA-80_1_EU019535
bla	OXA-82	blaOXA-82_1_GQ352402
bla	OXA-82	blaOXA-82_2_EU019536
bla	OXA-83	blaOXA-83_1_DQ309277
bla	OXA-84	blaOXA-84_1_DQ309276
bla	OXA-85	blaOXA-85_1_AY227054
bla	OXA-86	blaOXA-86_1_DQ149247
bla	OXA-87	blaOXA-87_1_DQ348075
bla	OXA-88	blaOXA-88_1_DQ392963
bla	OXA-89	blaOXA-89_2_DQ445683
bla	OXA-9	blaOXA-9_2_JF703130
bla	OXA-90	blaOXA-90_1_EU547443
bla	OXA-91	blaOXA-91_1_DQ519086
bla	OXA-92	blaOXA-92_1_DQ335566
bla	OXA-93	blaOXA-93_1_DQ519087
bla	OXA-94	blaOXA-94_1_DQ519088
bla	OXA-95	blaOXA-95_1_DQ519089
bla	OXA-96	blaOXA-96_1_DQ519090
bla	OXA-97	blaOXA-97_1_EF102240
bla	OXA-98	blaOXA-98_1_AM279652
bla	OXA-99	blaOXA-99_1_DQ888718
bla	OXA-SHE	blaOXA-SHE_1_AY066004
bla	OXY-1-1	blaOXY-1-1_1_Z30177
bla	OXY-1-2	blaOXY-1-2_2_AJ871864
bla	OXY-1-3	blaOXY-1-3_3_AY077482
bla	OXY-1-4	blaOXY-1-4_4_AY077483
bla	OXY-1-5	blaOXY-1-5_5_AY077486
bla	OXY-1-6	blaOXY-1-6_6_Y17715
bla	OXY-1-7	blaOXY-1-7_7_M27459
bla	OXY-2-1	blaOXY-2-1_1_AJ871866
bla	OXY-2-10	blaOXY-2-10_10_FJ785626
bla	OXY-2-2	blaOXY-2-2_2_AJ871867
bla	OXY-2-3	blaOXY-2-3_3_AY077488
bla	OXY-2-4	blaOXY-2-4_4_Y17714
bla	OXY-2-5	blaOXY-2-5_5_AY077487
bla	OXY-2-6	blaOXY-2-6_6_AY077485
bla	OXY-2-7	blaOXY-2-7_7_Z49084
bla	OXY-2-8	blaOXY-2-8_8_AY055205
bla	OXY-2-9	blaOXY-2-9_9_FJ785625
bla	OXY-3-1	blaOXY-3-1_1_AF491278
bla	OXY-4-1	blaOXY-4-1_1_AY077481
bla	OXY-5-1	blaOXY-5-1_1_AJ871868
bla	OXY-5-2	blaOXY-5-2_2_AJ871871
bla	OXY-6-1	blaOXY-6-1_1_AJ871873
bla	OXY-6-2	blaOXY-6-2_2_AJ871875
bla	OXY-6-3	blaOXY-6-3_3_AJ871876
bla	OXY-6-4	blaOXY-6-4_4_AJ871877
bla	PAM-1	blaPAM-1_1_AB858498
bla	PAO	blaPAO_1_AY083595
bla	PAO	blaPAO_2_FJ666065
bla	PAO	blaPAO_3_FJ666073
bla	PAO	blaPAO_4_AY083592
bla	PEDO-1	blaPEDO-1_1_KP109677
bla	PEDO-2	blaPEDO-2_1_KP109678
bla	PEDO-3	blaPEDO-3_1_KP109679
bla	PER-1	blaPER-1_1_GU944725
bla	PER-2	blaPER-2_1_X93314
bla	PER-3	blaPER-3_1_AY740681
bla	PER-4	blaPER-4_1_EU748544
bla	PER-5	blaPER-5_1_FJ627180
bla	PER-6	blaPER-6_1_GQ396303
bla	PER-7	blaPER-7_1_HQ713678
bla	PLA-3A	blaPLA-3A_1_AY507663
bla	PLA-4A	blaPLA-4A_1_AY507664
bla	PLA-5A	blaPLA-5A_1_DQ249871
bla	PLA-6A	blaPLA-6A_1_DQ251478
bla	PLA1a	blaPLA1a_1_AY302757
bla	PLA2a	blaPLA2a_1_AY307385
bla	PME-1	blaPME-1_1_HQ541434
bla	RAHN-1	blaRAHN-1_1_GU645205
bla	RAHN-1	blaRAHN-1_2_AF338038
bla	RAHN-2	blaRAHN-2_2_HM114350
bla	ROB-1	blaROB-1_1_DQ840517
bla	ROB-1	blaROB-1_2_AF022114
bla	SCO-1	blaSCO-1_1_EF063111
bla	SED1	blaSED1_1_AF321608
bla	SFC-1	blaSFC-1_1_AY354402
bla	SFO-1	blaSFO-1_1_AB003148
bla	SGM-1	blaSGM-1_1_AAQG01000013
bla	SGM-2	blaSGM-2_1_AP010803
bla	SGM-4	blaSGM-4_1_CP002798
bla	SGM-5	blaSGM-5_1_NG049987
bla	SGM-6	blaSGM-6_1_NG049988
bla	SGM-7	blaSGM-7_1_NG050614
bla	SHV-1	blaSHV-1_1_DQ166783
bla	SHV-1	blaSHV-1_10_EF035567
bla	SHV-1	blaSHV-1_11_EF035565
bla	SHV-1	blaSHV-1_12_AY787643
bla	SHV-1	blaSHV-1_13_AF462396
bla	SHV-1	blaSHV-1_14_HM751099
bla	SHV-1	blaSHV-1_15_FJ668804
bla	SHV-1	blaSHV-1_16_FJ668800
bla	SHV-1	blaSHV-1_17_FJ668799
bla	SHV-1	blaSHV-1_18_FJ668818
bla	SHV-1	blaSHV-1_2_X98100
bla	SHV-1	blaSHV-1_3_X98098
bla	SHV-1	blaSHV-1_4_GQ407127
bla	SHV-1	blaSHV-1_5_GQ407119
bla	SHV-1	blaSHV-1_6_GU083599
bla	SHV-1	blaSHV-1_7_GU083598
bla	SHV-1	blaSHV-1_8_GQ407137
bla	SHV-1	blaSHV-1_9_HM751102
bla	SHV-100	blaSHV-100_1_AM941846
bla	SHV-101	blaSHV-101_1_EU155018
bla	SHV-102	blaSHV-102_2_EU024485
bla	SHV-103	blaSHV-103_1_EU032604
bla	SHV-104	blaSHV-104_1_EU274581
bla	SHV-105	blaSHV-105_1_FJ194944
bla	SHV-106	blaSHV-106_1_AM922307
bla	SHV-107	blaSHV-107_1_AM922308
bla	SHV-108	blaSHV-108_1_AM922309
bla	SHV-109	blaSHV-109_1_EU418913
bla	SHV-11	blaSHV-11_1_AY528717
bla	SHV-11	blaSHV-11_10_EF035557
bla	SHV-11	blaSHV-11_11_GU064392
bla	SHV-11	blaSHV-11_12_GU211012
bla	SHV-11	blaSHV-11_13_DQ219476
bla	SHV-11	blaSHV-11_14_DQ219474
bla	SHV-11	blaSHV-11_15_DQ219473
bla	SHV-11	blaSHV-11_2_HM751098
bla	SHV-11	blaSHV-11_3_EF035563
bla	SHV-11	blaSHV-11_4_EF035558
bla	SHV-11	blaSHV-11_5_GQ407117
bla	SHV-11	blaSHV-11_6_GQ407130
bla	SHV-11	blaSHV-11_7_GQ407109
bla	SHV-11	blaSHV-11_8_GQ387358
bla	SHV-11	blaSHV-11_9_FJ483937
bla	SHV-110	blaSHV-110_1_HQ877615
bla	SHV-12	blaSHV-12_1_AF462395
bla	SHV-12	blaSHV-12_3_FJ668805
bla	SHV-120	blaSHV-120_1_JF812965
bla	SHV-121	blaSHV-121_1_GQ428198
bla	SHV-122	blaSHV-122_1_HM751103
bla	SHV-128	blaSHV-128_1_GU932590
bla	SHV-129	blaSHV-129_1_GU827715
bla	SHV-13	blaSHV-13_1_AF164577
bla	SHV-132	blaSHV-132_1_GU981741
bla	SHV-133	blaSHV-133_1_AB551737
bla	SHV-134	blaSHV-134_1_HM559945
bla	SHV-135	blaSHV-135_1_HQ637576
bla	SHV-137	blaSHV-137_1_HQ661363
bla	SHV-14	blaSHV-14_1_AF226622
bla	SHV-140	blaSHV-140_1_JN051143
bla	SHV-141	blaSHV-141_1_JQ388884
bla	SHV-142	blaSHV-142_1_JQ029959
bla	SHV-143	blaSHV-143_1_JQ341060
bla	SHV-144	blaSHV-144_1_JQ926986
bla	SHV-145	blaSHV-145_1_JX013655
bla	SHV-147	blaSHV-147_1_JX121114
bla	SHV-148	blaSHV-148_1_JX121115
bla	SHV-149	blaSHV-149_1_JX121116
bla	SHV-15	blaSHV-15_1_AJ011428
bla	SHV-150	blaSHV-150_1_JX121117
bla	SHV-151	blaSHV-151_1_JX121118
bla	SHV-152	blaSHV-152_1_JX121119
bla	SHV-153	blaSHV-153_1_JX121120
bla	SHV-154	blaSHV-154_1_JX121121
bla	SHV-155	blaSHV-155_1_JX121122
bla	SHV-156	blaSHV-156_1_JX121123
bla	SHV-157	blaSHV-157_1_JX121124
bla	SHV-158	blaSHV-158_1_JX121125
bla	SHV-159	blaSHV-159_1_JX121126
bla	SHV-16	blaSHV-16_1_AF072684
bla	SHV-160	blaSHV-160_1_JX121127
bla	SHV-161	blaSHV-161_1_JX121128
bla	SHV-162	blaSHV-162_1_JX121129
bla	SHV-163	blaSHV-163_1_JX121130
bla	SHV-164	blaSHV-164_1_HE981194
bla	SHV-165	blaSHV-165_1_JX121131
bla	SHV-168	blaSHV-168_1_JX870080
bla	SHV-172	blaSHV-172_1_KF513177
bla	SHV-173	blaSHV-173_1_KF513178
bla	SHV-178	blaSHV-178_1_KF705209
bla	SHV-179	blaSHV-179_1_KF705208
bla	SHV-18	blaSHV-18_1_AF132290
bla	SHV-2	blaSHV-2_1_GQ407116
bla	SHV-2	blaSHV-2_2_AF282921
bla	SHV-2	blaSHV-2_4_GU064394
bla	SHV-24	blaSHV-24_1_AB023477
bla	SHV-25	blaSHV-25_1_GU064391
bla	SHV-26	blaSHV-26_1_AF227204
bla	SHV-27	blaSHV-27_1_AF293345
bla	SHV-28	blaSHV-28_1_HM751101
bla	SHV-28	blaSHV-28_2_EU441172
bla	SHV-28	blaSHV-28_3_AF299299
bla	SHV-29	blaSHV-29_1_AF301532
bla	SHV-2a	blaSHV-2a_13_X98102
bla	SHV-30	blaSHV-30_1_AY661885
bla	SHV-31	blaSHV-31_1_GU064396
bla	SHV-31	blaSHV-31_2_AY277255
bla	SHV-33	blaSHV-33_1_AY037779
bla	SHV-34	blaSHV-34_1_AY036620
bla	SHV-35	blaSHV-35_1_AY070258
bla	SHV-36	blaSHV-36_1_AY677211
bla	SHV-36	blaSHV-36_2_AF467947
bla	SHV-37	blaSHV-37_1_AF467948
bla	SHV-38	blaSHV-38_1_EU979559
bla	SHV-40	blaSHV-40_1_AF535128
bla	SHV-41	blaSHV-41_1_AF535129
bla	SHV-42	blaSHV-42_1_EF035559
bla	SHV-43	blaSHV-43_1_AY065991
bla	SHV-44	blaSHV-44_1_AY259119
bla	SHV-45	blaSHV-45_1_AF547625
bla	SHV-46	blaSHV-46_1_AY210887
bla	SHV-48	blaSHV-48_1_AY263404
bla	SHV-49	blaSHV-49_1_AY528718
bla	SHV-5	blaSHV-5_1_X55640
bla	SHV-50	blaSHV-50_1_AY288915
bla	SHV-51	blaSHV-51_1_AY289548
bla	SHV-52	blaSHV-52_1_HQ845196
bla	SHV-55	blaSHV-55_1_DQ054528
bla	SHV-56	blaSHV-56_1_EU586041
bla	SHV-56	blaSHV-56_2_AY352599
bla	SHV-57	blaSHV-57_1_AY223863
bla	SHV-59	blaSHV-59_1_AY790341
bla	SHV-5a	blaSHV-5a_alias_blaSHV-9_1_S82452
bla	SHV-60	blaSHV-60_1_AB302939
bla	SHV-61	blaSHV-61_1_AJ866284
bla	SHV-62	blaSHV-62_1_AJ866285
bla	SHV-62	blaSHV-62_2_GU064395
bla	SHV-63	blaSHV-63_1_EU342351
bla	SHV-64	blaSHV-64_1_DQ174304
bla	SHV-65	blaSHV-65_1_DQ174305
bla	SHV-66	blaSHV-66_1_DQ174306
bla	SHV-67	blaSHV-67_1_DQ174307
bla	SHV-69	blaSHV-69_1_DQ174308
bla	SHV-7	blaSHV-7_1_U20270
bla	SHV-70	blaSHV-70_1_DQ013287
bla	SHV-71	blaSHV-71_1_EF373974
bla	SHV-71	blaSHV-71_2_DQ296194
bla	SHV-72	blaSHV-72_1_AM176547
bla	SHV-73	blaSHV-73_1_AM176548
bla	SHV-74	blaSHV-74_1_AM176549
bla	SHV-75	blaSHV-75_1_AM176550
bla	SHV-76	blaSHV-76_1_AM176551
bla	SHV-77	blaSHV-77_1_EF373975
bla	SHV-78	blaSHV-78_1_AM176553
bla	SHV-79	blaSHV-79_1_AM176554
bla	SHV-8	blaSHV-8_1_ECU92041
bla	SHV-80	blaSHV-80_1_AM176555
bla	SHV-81	blaSHV-81_1_AM176556
bla	SHV-82	blaSHV-82_1_AM176557
bla	SHV-83	blaSHV-83_1_AM176558
bla	SHV-85	blaSHV-85_1_DQ322460
bla	SHV-86	blaSHV-86_1_DQ328802
bla	SHV-89	blaSHV-89_1_DQ193536
bla	SHV-92	blaSHV-92_1_DQ836922
bla	SHV-93	blaSHV-93_1_EF373969
bla	SHV-94	blaSHV-94_1_EF373970
bla	SHV-95	blaSHV-95_1_EF373972
bla	SHV-96	blaSHV-96_1_EF373971
bla	SHV-97	blaSHV-97_1_EF373973
bla	SHV-98	blaSHV-98_1_AM941844
bla	SHV-99	blaSHV-99_1_AM941845
bla	SIM-1	blaSIM-1_1_JF731030
bla	SMB-1	blaSMB-1_1_AB636283
bla	SME-1	blaSME-1_1_Z28968
bla	SME-2	blaSME-2_1_AF275256
bla	SME-3	blaSME-3_1_AY584237
bla	SPG-1	blaSPG-1_1_KP109680
bla	SPM-1	blaSPM-1_1_AY341249
bla	SPU-1	blaSPU-1_1_GQ919044
bla	SRT-1	blaSRT-1_1_AB008454
bla	SRT-2	blaSRT-2_1_AY524276
bla	SST-1	blaSST-1_1_AB008455
bla	TEM-10	blaTEM-10_1_AF093512
bla	TEM-101	blaTEM-101_1_AF495873
bla	TEM-102	blaTEM-102_1_AY040093
bla	TEM-104	blaTEM-104_1_AF516719
bla	TEM-105	blaTEM-105_1_AF516720
bla	TEM-106	blaTEM-106_1_AY101578
bla	TEM-107	blaTEM-107_1_AY101764
bla	TEM-108	blaTEM-108_1_AF506748
bla	TEM-109	blaTEM-109_1_AY628175
bla	TEM-11	blaTEM-11_1_AY874537
bla	TEM-110	blaTEM-110_1_AY072920
bla	TEM-111	blaTEM-111_1_AF468003
bla	TEM-112	blaTEM-112_1_AY589493
bla	TEM-113	blaTEM-113_1_AY589494
bla	TEM-114	blaTEM-114_1_AY589495
bla	TEM-115	blaTEM-115_1_AF535127
bla	TEM-116	blaTEM-116_4_GU188444
bla	TEM-116	blaTEM-116_7_AY425988
bla	TEM-12	blaTEM-12_1_M88143
bla	TEM-120	blaTEM-120_1_AY243512
bla	TEM-121	blaTEM-121_1_AY307374
bla	TEM-122	blaTEM-122_1_AY307100
bla	TEM-123	blaTEM-123_1_AY327539
bla	TEM-124	blaTEM-124_1_AY327540
bla	TEM-125	blaTEM-125_1_AY628176
bla	TEM-126	blaTEM-126_1_AY628199
bla	TEM-127	blaTEM-127_1_AY368236
bla	TEM-128	blaTEM-128_1_AY359287
bla	TEM-129	blaTEM-129_1_AY452662
bla	TEM-130	blaTEM-130_1_AJ866988
bla	TEM-131	blaTEM-131_1_AY436361
bla	TEM-132	blaTEM-132_1_AY491682
bla	TEM-133	blaTEM-133_1_AY528425
bla	TEM-134	blaTEM-134_1_AY574271
bla	TEM-135	blaTEM-135_1_GQ896333
bla	TEM-136	blaTEM-136_1_AY826417
bla	TEM-137	blaTEM-137_1_AM286274
bla	TEM-138	blaTEM-138_1_AY853593
bla	TEM-139	blaTEM-139_1_DQ072853
bla	TEM-141	blaTEM-141_1_AY956335
bla	TEM-142	blaTEM-142_1_DQ388882
bla	TEM-143	blaTEM-143_1_DQ075245
bla	TEM-144	blaTEM-144_1_DQ256080
bla	TEM-145	blaTEM-145_1_DQ105528
bla	TEM-146	blaTEM-146_1_DQ105529
bla	TEM-147	blaTEM-147_1_DQ279850
bla	TEM-148	blaTEM-148_1_AM087454
bla	TEM-149	blaTEM-149_1_DQ369751
bla	TEM-15	blaTEM-15_1_AM849805
bla	TEM-150	blaTEM-150_1_AM183304
bla	TEM-151	blaTEM-151_1_DQ834729
bla	TEM-152	blaTEM-152_1_DQ834728
bla	TEM-153	blaTEM-153_1_KC149518
bla	TEM-154	blaTEM-154_1_FJ807656
bla	TEM-155	blaTEM-155_1_DQ679961
bla	TEM-156	blaTEM-156_1_AM941159
bla	TEM-157	blaTEM-157_1_DQ909059
bla	TEM-158	blaTEM-158_1_EF534736
bla	TEM-159	blaTEM-159_1_EF136376
bla	TEM-16	blaTEM-16_1_X65254
bla	TEM-160	blaTEM-160_1_EF136377
bla	TEM-162	blaTEM-162_1_EF468463
bla	TEM-163	blaTEM-163_1_EU815939
bla	TEM-164	blaTEM-164_1_EU274580
bla	TEM-166	blaTEM-166_1_FJ197316
bla	TEM-167	blaTEM-167_1_FJ360884
bla	TEM-168	blaTEM-168_1_FJ919776
bla	TEM-169	blaTEM-169_1_FJ873740
bla	TEM-17	blaTEM-17_1_Y14574
bla	TEM-171	blaTEM-171_1_GQ149347
bla	TEM-176	blaTEM-176_1_GU550123
bla	TEM-177	blaTEM-177_1_FN652295
bla	TEM-178	blaTEM-178_1_X97254
bla	TEM-182	blaTEM-182_1_HQ317449
bla	TEM-183	blaTEM-183_1_HQ529916
bla	TEM-184	blaTEM-184_1_FR848831
bla	TEM-185	blaTEM-185_1_JF795538
bla	TEM-186	blaTEM-186_1_JN227084
bla	TEM-187	blaTEM-187_1_HM246246
bla	TEM-188	blaTEM-188_1_JN211012
bla	TEM-189	blaTEM-189_1_JN254627
bla	TEM-190	blaTEM-190_1_JN416112
bla	TEM-193	blaTEM-193_1_JN935135
bla	TEM-194	blaTEM-194_1_JN935136
bla	TEM-195	blaTEM-195_1_JN935137
bla	TEM-197	blaTEM-197_1_HQ877606
bla	TEM-198	blaTEM-198_1_AB700703
bla	TEM-199	blaTEM-199_1_JX050178
bla	TEM-1A	blaTEM-1A_4_HM749966
bla	TEM-1B	blaTEM-1B_1_JF910132
bla	TEM-1C	blaTEM-1C_5_FJ560503
bla	TEM-1D	blaTEM-1D_83_AF188200
bla	TEM-2	blaTEM-2_1_X54606
bla	TEM-2	blaTEM-2_3_AJ251946
bla	TEM-20	blaTEM-20_1_EU527189
bla	TEM-201	blaTEM-201_1_JX310327
bla	TEM-205	blaTEM-205_1_KC900516
bla	TEM-206	blaTEM-206_1_KC783461
bla	TEM-207	blaTEM-207_1_KC818234
bla	TEM-208	blaTEM-208_1_KC865667
bla	TEM-209	blaTEM-209_1_KF240808
bla	TEM-21	blaTEM-21_1_Y17582
bla	TEM-211	blaTEM-211_1_KF513179
bla	TEM-213	blaTEM-213_1_KF663615
bla	TEM-22	blaTEM-22_1_Y17583
bla	TEM-24	blaTEM-24_1_GQ293500
bla	TEM-28	blaTEM-28_1_ECU37195
bla	TEM-29	blaTEM-29_1_DQ269440
bla	TEM-3	blaTEM-3_1_X64523
bla	TEM-30	blaTEM-30_1_AJ437107
bla	TEM-33	blaTEM-33_1_GU371926
bla	TEM-34	blaTEM-34_1_KC292503
bla	TEM-43	blaTEM-43_1_KPU95363
bla	TEM-45	blaTEM-45_1_X95401
bla	TEM-47	blaTEM-47_1_Y10279
bla	TEM-48	blaTEM-48_1_Y10280
bla	TEM-49	blaTEM-49_1_Y10281
bla	TEM-52B	blaTEM-52B_1_AF027199
bla	TEM-52C	blaTEM-52C_2_EF141186
bla	TEM-53	blaTEM-53_1_AF104441
bla	TEM-54	blaTEM-54_1_AF104442
bla	TEM-55	blaTEM-55_1_DQ286729
bla	TEM-57	blaTEM-57_1_FJ405211
bla	TEM-6	blaTEM-6_1_X57972
bla	TEM-60	blaTEM-60_1_AF047171
bla	TEM-63	blaTEM-63_1_AF332513
bla	TEM-67	blaTEM-67_1_AF091113
bla	TEM-68	blaTEM-68_1_AJ239002
bla	TEM-70	blaTEM-70_1_AF188199
bla	TEM-71	blaTEM-71_1_AF203816
bla	TEM-72	blaTEM-72_1_AF157553
bla	TEM-76	blaTEM-76_1_AF190694
bla	TEM-77	blaTEM-77_1_AF190695
bla	TEM-78	blaTEM-78_1_AF190693
bla	TEM-79	blaTEM-79_1_AF190692
bla	TEM-8	blaTEM-8_1_X65252
bla	TEM-80	blaTEM-80_1_AF347054
bla	TEM-81	blaTEM-81_1_AF427127
bla	TEM-82	blaTEM-82_1_AF427128
bla	TEM-83	blaTEM-83_1_AF427129
bla	TEM-84	blaTEM-84_1_AF427130
bla	TEM-85	blaTEM-85_1_AJ277414
bla	TEM-86	blaTEM-86_1_AJ277415
bla	TEM-87	blaTEM-87_1_AF250872
bla	TEM-88	blaTEM-88_1_AY027590
bla	TEM-90	blaTEM-90_1_AF351241
bla	TEM-91	blaTEM-91_1_AB049569
bla	TEM-92	blaTEM-92_1_AF143804
bla	TEM-93	blaTEM-93_1_AJ318093
bla	TEM-94	blaTEM-94_1_AJ318094
bla	TEM-95	blaTEM-95_1_AJ308558
bla	TEM-96	blaTEM-96_1_AY092401
bla	TEM-97	blaTEM-97_1_AF397067
bla	TEM-98	blaTEM-98_1_AF397068
bla	TEM-99	blaTEM-99_1_AF397066
bla	TER-1	blaTER-1_1_FJ263091
bla	TER-2	blaTER-2_1_FJ263090
bla	TLA-1	blaTLA-1_1_AF148067
bla	TMB-1	blaTMB-1_1_FR771847
bla	TMB-2	blaTMB-2_1_AB758277
bla	TRU	blaTRU_1_EU046614
bla	TUS-1	blaTUS-1_1_AF441287
bla	VCC-1	blaVCC-1_1_KT818596
bla	VEB-1	blaVEB-1_1_HM370393
bla	VEB-1	blaVEB-1_3_DQ393569
bla	VEB-1	blaVEB-1_4_AF324834
bla	VEB-2	blaVEB-2_1_AY027870
bla	VEB-3	blaVEB-3_1_AY536519
bla	VEB-4	blaVEB-4_1_EF136375
bla	VEB-5	blaVEB-5_1_EF420108
bla	VEB-6	blaVEB-6_1_EU259884
bla	VEB-7	blaVEB-7_1_FJ825622
bla	VEB-8	blaVEB-8_1_JX679208
bla	VHH-1	blaVHH-1_1_NG050334
bla	VHW-1	blaVHW-1_1_AF217648
bla	VIM-1	blaVIM-1_1_Y18050
bla	VIM-10	blaVIM-10_1_AY524989
bla	VIM-11	blaVIM-11_1_AY605049
bla	VIM-12	blaVIM-12_1_DQ143913
bla	VIM-13	blaVIM-13_1_DQ365886
bla	VIM-14	blaVIM-14_1_FJ445404
bla	VIM-15	blaVIM-15_1_EU419745
bla	VIM-16	blaVIM-16_1_EU419746
bla	VIM-17	blaVIM-17_1_EU118148
bla	VIM-18	blaVIM-18_1_AM778091
bla	VIM-19	blaVIM-19_1_FJ499397
bla	VIM-2	blaVIM-2_1_AF302086
bla	VIM-20	blaVIM-20_1_GQ414736
bla	VIM-23	blaVIM-23_1_GQ242167
bla	VIM-24	blaVIM-24_1_HM855205
bla	VIM-25	blaVIM-25_1_HM750249
bla	VIM-26	blaVIM-26_1_FR748153
bla	VIM-27	blaVIM-27_1_HQ858608
bla	VIM-28	blaVIM-28_1_JF900599
bla	VIM-29	blaVIM-29_1_JX311308
bla	VIM-3	blaVIM-3_1_AF300454
bla	VIM-30	blaVIM-30_1_JN129451
bla	VIM-31	blaVIM-31_1_JN982330
bla	VIM-32	blaVIM-32_1_JN676230
bla	VIM-33	blaVIM-33_1_JX258134
bla	VIM-34	blaVIM-34_1_JX013656
bla	VIM-35	blaVIM-35_1_JX982634
bla	VIM-36	blaVIM-36_1_JX982635
bla	VIM-37	blaVIM-37_1_JX982636
bla	VIM-38	blaVIM-38_1_KC469971
bla	VIM-4	blaVIM-4_1_EU581706
bla	VIM-5	blaVIM-5_1_DQ023222
bla	VIM-6	blaVIM-6_1_AY165025
bla	VIM-7	blaVIM-7_1_AJ536835
bla	VIM-8	blaVIM-8_1_AY524987
bla	VIM-9	blaVIM-9_1_AY524988
bla	blaZ	blaZ_32_AP004832
bla	blaZ	blaZ_34_AP003139
bla	blaZ	blaZ_35_AJ302698
bla	blaZ	blaZ_36_AJ400722
bla	ZEG-1	blaZEG-1_1_AY265891
car	carA	car_A__1_M80346
cat	cat	cat_1_M11587
cat	cat	cat_2_M35190
cat	cat	cat_3_S48276
cat	cat	cat_4_AY238971
cat	cat	cat_5_U35036
cat	catP	cat_pC194__1_NC_002013
cat	catP	cat_pC221__1_X02529
cat	catP	cat_pC233__1_AY355285
cat	cat86	cat86_1_K00544
cat	catA1	catA1_1_V00622
cat	catA2	catA2_1_X53796
cat	catA3	catA3_1_X07848
cat	catB	catB_1_M93113
cat	catB1	catB1_1_M58472
cat	catB10	catB10_1_AJ878850
cat	catB2	catB2_1_AF047479
cat	catB3	catB3_1_AJ009818
cat	catB4	catB4_1_EU935739
cat	catB7	catB7_1_AF036933
cat	catB8	catB8_1_AF227506
cat	catB9	catB9_1_AF462019
cat	catP	catP_1_U15027
cat	catQ	catQ_1_M55620
cat	catS	catS_1_X74948
cep	cepA	cepA_1_L13472
cep	cepA	cepA_1_U05887
cep	cepA	cepA_6_FR688022
cep	cepA-29	cepA-29_1_U05884
cep	cepA-44	cepA-44_1_U05885
cep	cepA-49	cepA-49_1_U05886
cfi	cfiA1	cfiA1_1_AB087225
cfi	cfiA10	cfiA10_1_AB087227
cfi	cfiA13	cfiA13_1_FM200787
cfi	cfiA14	cfiA14_1_FM200789
cfi	cfiA2	cfiA2_1_AB087226
cfi	cfiA3	cfiA3_1_AB087228
cfi	cfiA4	cfiA4_1_AB087229
cfi	cfiA6	cfiA6_1_AB087231
cfi	cfiA8	cfiA8_1_AB087233
cfi	cfiA9	cfiA9_1_AB087234
cfr	cfr	cfr_1_AM408573
cfr	cfr	cfr_1_AM408573
cfr	cfr	cfr_1_AM408573
cfr	cfr	cfr_2_AJ879565
cfr	cfr	cfr_2_AJ879565
cfr	cfr	cfr_2_AJ879565
cfr	cfr(B)	cfr_B__1_KM359439
cfr	cfr(B)	cfr_B__2_KM359438
cfr	cfr(B)	cfr_B__3_KR610408
cfr	cfr(C)	cfr_C__1_KX686749
cfr	cfr(C)	cfr_C__2_CANB01000378
cfr	cfrB	cfrB_1_KR610408
cfx	CfxA	cfxA_1_U38243
cfx	CfxA2	cfxA2_1_AF504914
cfx	CfxA3	cfxA3_1_AF472622
cfx	CfxA4	cfxA4_1_AY769933
cfx	CfxA5	cfxA5_1_AY769934
cfx	CfxA6	cfxA6_1_GQ342996
cml	cml	cml_1_M22614
cml	cmlA1	cmlA1_1_M64556
cml	cmlA1	cmlA1_2_AB212941
cml	cmlB1	cmlB1_1_AM296481
cml	cmlV	cmlV_1_U09991
cmr	cmrA	cmrA_1_Z12001
cmx	cmx	cmx_1_U85507
cph	cphA1	cphA1_1_AY261379
cph	cphA1	cphA1_2_AY261377
cph	cphA1	cphA1_3_AY261378
cph	cphA1	cphA1_4_AY261376
cph	cphA1	cphA1_7_X57102
cph	cphA2	cphA2_6_AHU60294
cph	cphA4	cphA4_1_AY227050
